,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
607,SamaraCardosoMT,"Quem nunca amou, nunca vai entender essa loucura  que eu sinto por vocês  Marília  Mendonça ❤ Wesley  safadão  GAAB ❤ Tierry 😍👑
siga ⬅️","Belém, Brasil",320,192,4038,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
608,christi43926438,bom pessoal a partir de agora você que atua na área do marketing vai poder me seguir e simples twitter@christianfranco-marketing.web beleza então ate mais.,,667,346,11430,1,Boa tarde pessoal de #Marketing tudo bem contigo vocês? Pessoal eu vou trazer mais alguns dos principais tweets relacionados a marketing digital beleza?,['Marketing']
609,kalciferum,"Nos ajude a financiar o livro O MARTELO DAS FEITICEIRAS. Hoje no catarse. 👹

Acesse: https://t.co/Ca6lgwbVZx",,156,964,850,9,"Há aqueles que nem vendo acredita, vai saber.

Por isso, o @yahoonoticias convidou nosso investigador, @andreizilla para narrar sua série Teorias da conspiração.

 🔎👽⏳🌑

#teoriasdaconspiração  #publi https://t.co/jlbLVURtD6",[]
610,magickando,Praise the sun,,14,7241,1642,9,"Há aqueles que nem vendo acredita, vai saber.

Por isso, o @yahoonoticias convidou nosso investigador, @andreizilla para narrar sua série Teorias da conspiração.

 🔎👽⏳🌑

#teoriasdaconspiração  #publi https://t.co/jlbLVURtD6",[]
611,Andreizilla,"Host do maior podcast de mistérios do Brasil. Agora exclusivo do Spotify - Mundo Freak Confidencial. Autor da saga Kalciferum. 

Entrópico nas horas vagas.",São Paulo,1087,14856,44565,9,"Há aqueles que nem vendo acredita, vai saber.

Por isso, o @yahoonoticias convidou nosso investigador, @andreizilla para narrar sua série Teorias da conspiração.

 🔎👽⏳🌑

#teoriasdaconspiração  #publi https://t.co/jlbLVURtD6",[]
612,aap_1986,"Criador de conteúdo.
Amante de Rock,Blues e Jazz
Apaixonado por Cinema!
Nerd nas horas vagas!!


May The Force With Be You!!!","Uberlândia, Brasil",1259,49,1033,21,"""Nós vivemos em uma sociedade""

E nessa sociedade, Liga da Justiça de Zack Snyder já está nas plataformas digitais o/ Com dubladores originais, ele ficará disponível por 3 semanas e depois retorna para os fãs na HBO Max em junho! Saiba onde assistir em https://t.co/VkBPFBGst5 #ad https://t.co/gdc0Qs5e81",[]
613,LionHeartRicard,,,892,509,183026,9,"Há aqueles que nem vendo acredita, vai saber.

Por isso, o @yahoonoticias convidou nosso investigador, @andreizilla para narrar sua série Teorias da conspiração.

 🔎👽⏳🌑

#teoriasdaconspiração  #publi https://t.co/jlbLVURtD6",[]
614,arthurbraga30,"Social Media no @omelete  
Lives: https://t.co/yOrkeXh1Wp  
📷 https://t.co/Q30M9c68d3",São Paulo,137,263,554,21,"""Nós vivemos em uma sociedade""

E nessa sociedade, Liga da Justiça de Zack Snyder já está nas plataformas digitais o/ Com dubladores originais, ele ficará disponível por 3 semanas e depois retorna para os fãs na HBO Max em junho! Saiba onde assistir em https://t.co/VkBPFBGst5 #ad https://t.co/gdc0Qs5e81",[]
615,camilaaryane,Tenho Twitter há anos e não sei como funciona.,"Brasília, Brasil",315,234,4568,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
616,CoringaMiguel7,"@Gremio💙                                                       
                          Instagram: @7miguelcorrea","Canguçu, Rio Grande do Sul",302,322,6990,21,"""Nós vivemos em uma sociedade""

E nessa sociedade, Liga da Justiça de Zack Snyder já está nas plataformas digitais o/ Com dubladores originais, ele ficará disponível por 3 semanas e depois retorna para os fãs na HBO Max em junho! Saiba onde assistir em https://t.co/VkBPFBGst5 #ad https://t.co/gdc0Qs5e81",[]
617,SurfistonaB,Supostamente um homem maior de idade,,315,64,7224,21,"""Nós vivemos em uma sociedade""

E nessa sociedade, Liga da Justiça de Zack Snyder já está nas plataformas digitais o/ Com dubladores originais, ele ficará disponível por 3 semanas e depois retorna para os fãs na HBO Max em junho! Saiba onde assistir em https://t.co/VkBPFBGst5 #ad https://t.co/gdc0Qs5e81",[]
618,akarranca,"Shaipper.
Artist.
Designer.
Commission always open.
Amaterasu Studio.

Sombra do fogo 火",東京 千代田区,1176,1379,86998,21,"""Nós vivemos em uma sociedade""

E nessa sociedade, Liga da Justiça de Zack Snyder já está nas plataformas digitais o/ Com dubladores originais, ele ficará disponível por 3 semanas e depois retorna para os fãs na HBO Max em junho! Saiba onde assistir em https://t.co/VkBPFBGst5 #ad https://t.co/gdc0Qs5e81",[]
619,Marc_tts,"Conta reserva do @dicktts e do @rafael_tts.
|
Dono da @MoonKnight_BR.",,161,79,1603,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
620,andrerinaldidub,"Ator, dublador, diretor de dublagem e professor.","São Caetano do Sul, SP, Brasil",62,104,214,0,"Campanha no ar! Smilink! Antes e depois!
Eu apareço quase no final, mas tô lá! Haha!
#andrerinaldidub #mechamaqueeuvou #ator #publicidade #smilink https://t.co/oMIOk5aveK","['andrerinaldidub', 'mechamaqueeuvou', 'ator', 'publicidade', 'smilink']"
621,omelete,"Cinema, séries de TV, HQs, música e muito mais no maior site de entretenimento do Brasil!","Cozinha Omelética - SP, Brasil",246,1473096,68028,21,"""Nós vivemos em uma sociedade""

E nessa sociedade, Liga da Justiça de Zack Snyder já está nas plataformas digitais o/ Com dubladores originais, ele ficará disponível por 3 semanas e depois retorna para os fãs na HBO Max em junho! Saiba onde assistir em https://t.co/VkBPFBGst5 #ad https://t.co/gdc0Qs5e81",['ad']
622,Mundo_Freak,"O mundo é Freak e nós sabemos. Podcast SEMANAL sobre casos insólitos e o sobrenatural!
https://t.co/z4C7zJJbTz",,281,20719,19718,0,"Toda quinta-feira, no @YahooNoticias 

Acesse 👽🔎🌑⏳

https://t.co/CDGZlW0LAn #publi",['publi']
623,Mundo_Freak,"O mundo é Freak e nós sabemos. Podcast SEMANAL sobre casos insólitos e o sobrenatural!
https://t.co/z4C7zJJbTz",,281,20719,19718,9,"Há aqueles que nem vendo acredita, vai saber.

Por isso, o @yahoonoticias convidou nosso investigador, @andreizilla para narrar sua série Teorias da conspiração.

 🔎👽⏳🌑

#teoriasdaconspiração  #publi https://t.co/jlbLVURtD6","['teoriasdaconspiração', 'publi']"
624,tholdelity,🌈🍖 ☘ 🔞 RT ACC (can be NSFW) ☘ priv @lerrein 🐣✨ ☘ open @berryless47 📝  ☘ icon @petitster ☘ I block liberally and suggest you to do the same,"she/her, 25↑",2804,74,135096,585,"[EXCLUSIVO] Confira em primeira mão as imagens do box ""O castelo animado""

Com lançamento previsto para maio, a coleção reúne o universo mágico de Diana Wynne Jones que inspirou a animação do Studio Ghibli. As artes são de @imzeferino. Reserve: https://t.co/JBVvQXegBz #publi https://t.co/XDcHlfpLMh",[]
625,MarcioHuser,"Programador e adicto em games de PC e PS3, mangás, cinema, séries de TV e Formula 1","Rio de Janeiro, RJ",454,416,127356,3,"Em plena PANDEMIA o Estado de SP subiu de 0 para 18% o ICMS sobre dispositivos médicos e remédios.

Próteses, quimioterapia, diálise e por aí vai tb terão aumento.

O Movimento Unidos Pela Saúde está tentando reverter. Saiba mais: https://t.co/iiooizhSC8  #AgoraNãoÉHoraSP #ad",[]
626,privileviada1,depósito de lixo 🗑                                          ig:@_privileviada,,56,55,1644,344,"Geeeeeente a @TimBrasil me convidou para dar voz a um manifesto. Vamos falar sobre identidades femininas da atualidade. E não tem melhor momento para falar sobre quão somos orgulhosas de sermos nós mesmas. Vem comigo! 💙
#ImagineAspossibilidades #publi https://t.co/vc5u6yoNGB",[]
627,miragomkt,"Vivemos o #MarketingDigital. 
💻 Cursos pra quem valoriza o Learn by Doing.
👩‍💻 Aqui você pratica enquanto aprende!
cursos@mirago.com.br
11 41186481","São Paulo, Brasil",151,1582,1579,0,"A agência é contratada para ajudar um negócio como um todo e não apenas o time de marketing.

Estar próximo e alinhado a outros times é muito importante, especialmente o de vendas.

#mirago #marketing #marketingdigital #agenciadigital https://t.co/AlG3PCu56g","['mirago', 'marketing', 'marketingdigital', 'agenciadigital']"
628,TioSamSCCP,Jornalista/Assessor de imprensa/Corinthiano/Judoca/Pai/Filho,São Paulo,5202,6177,27037,1,"Hoje, 18 de março, é aniversário de #Gaspar, a cidade dos parques aquáticos, localizada no coração do Vale do Itajaí. 🎂🌉

Aos amigos gasparenses, nossos votos de felicidades e muito progresso! 🥂

#gaspar87anos #sc #vempracomunique #publicidade
#marketingdigital https://t.co/K6HCLjsmCB",['Gaspar']
629,lgbt_pt_br,"Notícias e informações. Siga o jornalista, blogueiro, gay e autor LGBT premiado @FabricioViana Seus livros e redes sociais no link abaixo",Brasil,98,3629,17560,0,"Eles estão há 16 anos juntos https://t.co/dkYm9AFpWb

Siga @FabricioViana

#LGBTQIA2021 #lgbtqbrasil #YoutubeBr #Casal #Casamento #RelaçãoAberta #Poliamor #RelacionamentoModerno #cornofeliz #pintoawards #bbb21 #redebbb #inscrevasenocanal #blogueira #casalsp #casalperfeito https://t.co/Xkl8SCG3RQ","['LGBTQIA2021', 'lgbtqbrasil', 'YoutubeBr', 'Casal', 'Casamento', 'RelaçãoAberta', 'Poliamor', 'RelacionamentoModerno', 'cornofeliz', 'pintoawards', 'bbb21', 'redebbb', 'inscrevasenocanal', 'blogueira', 'casalsp', 'casalperfeito']"
630,NerdPai,"Sou Jorge Freire, o Nerd Pai. Tenho um filho de 10 anos e uma filha de 5. Desde 2010 misturo o mundo nerd com paternidade ativa 🖖🏼  contato@nerdpai","São Paulo, SP, Brasil",676,27119,171445,3,"Em plena PANDEMIA o Estado de SP subiu de 0 para 18% o ICMS sobre dispositivos médicos e remédios.

Próteses, quimioterapia, diálise e por aí vai tb terão aumento.

O Movimento Unidos Pela Saúde está tentando reverter. Saiba mais: https://t.co/iiooizhSC8  #AgoraNãoÉHoraSP #ad","['AgoraNãoÉHoraSP', 'ad']"
631,AGFabi,,,45,68,51692,2937,"#FiqueEmCasa Realmente o trabalho do outro não deve ser essencial, essencial é a porra do seu post lacrando de geladeira cheia! #publi",['FiqueEmCasa']
632,braian,"Criador e apresentador do @podcasteutavala.

braian@eutava.la 

Instagram: braianrizzo",São Paulo / Rio Grande do Sul,685,45144,83226,0,"💵 Na praia ou na cidade o PicPay Card faz pagamentos sem contato físico! Só aproximar da maquininha e pronto! Além de ser um cartão lindo é moderno e livre de tarifas e anuidades. 💚 #publi

TRANSCENDI 👇🏻

https://t.co/A8Oi0iSek7
https://t.co/A8Oi0iSek7
https://t.co/A8Oi0iSek7",['publi']
633,Chollomaton,"La primera app que te avisa cuando los productos que buscas bajan de precio ¡PRUÉBALA YA!
iPhone https://t.co/5PSh9ZstXY
Android https://t.co/btEmGhNg7w",,785,54034,232479,0,"Aceitera zefal pro wet lube 120 ml #publi
❌ Antes 11.6€
📉 Oferta 10.11€ 
https://t.co/Xr0iURzOa0 https://t.co/M3QydeIh2A",['publi']
634,tuittave,ATENÇÃO: Meus tweets contém ironia e deboche,🌪 • 🌵 • 🍑 •,409,558,34774,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
635,CreatorxGG,"Connecting brands with influencers.

contato@creatorx.agency",,23,32,18,3,"Estou me juntando ao @DouglasCosta, o novo embaixador da @LVBET_BR no Brasil. Junte-se a nós agora https://t.co/WmDADB3ENS #LVBETentraNoJogo #ad https://t.co/KolxU5hXKe",[]
636,tali_gimenes,@maladenerd 👈🏻Segue no Instagram,"São José do Rio Preto, Brasil",173,24,582,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
637,greywithin,https://t.co/wpsqB7y85k | contato@creatorx.agency,lucy,133,19810,1353,3,"Estou me juntando ao @DouglasCosta, o novo embaixador da @LVBET_BR no Brasil. Junte-se a nós agora https://t.co/WmDADB3ENS #LVBETentraNoJogo #ad https://t.co/KolxU5hXKe","['LVBETentraNoJogo', 'ad']"
638,othonDodorio,"2.4.                             Escorpião Sistema de Informação, Contabilidade Pública, Futebol , jogos LOL , PUBG  Sou Flamengo ⚫️⚫️🔴🔴 Manaus - Am",manaus - Am,166,311,14476,1,"Por pouco o Pepe não abriu o placar para o Arsenal na Europa League ⚽

#EuropaLeagueNaESPN #ad @sportingbet_tv https://t.co/hFab8B0cGd","['EuropaLeagueNaESPN', 'ad']"
639,MerkAdmon,"Merkadmon & CO Marketing Digital, Posicionamiento SEO, Auditoria SEO. Iniciativa creada para apoyar a los emprendedores con poco presupuesto y muchos sueños.","Miranda, Venezuela",1083,555,9303,0,"Orçamento de Marketing para o mercado de educação: dicas práticas para montar o seu https://t.co/JV1GTK4cVd. SEO-MERKADMON ""MARKETING WEB"". Visita-nos em https://t.co/YkqgrTzH28 #marketing #marketingdigital #seo #sem #sea. AGORA COMEÇA https://t.co/M7XVGG5N8R https://t.co/1DKQzp50MW","['marketing', 'marketingdigital', 'seo', 'sem', 'sea']"
640,jorgecn,Made in Piauí.,,2344,3648,114922,0,"James tá com várias promoções. E com meu cupom: ATENCAO25 vcs ainda ganham R$ 25,00 reais de desconto na primeira compra. Ou seja, seu vinho, gin, cervejinha, lanche ou jantar podem sair muuuito baratos. Entao cuuuida. #publi #BebaComModeracao https://t.co/Xb6cXv6uQN","['publi', 'BebaComModeracao']"
641,comuemprego,"Diretamente de Pernambuco para o Brasil, você encontra Oportunidades de Empregos, Estágios, Cursos, Concursos e Dicas. E-mail: contato@comunidadeemprego.com.br",Recife-PE,1802,3128,89924,0,"Analista de Marketing para empresa do segmento calçadista
https://t.co/qamGiJTVBL #analista #marketing https://t.co/kQwIxl5KvZ","['analista', 'marketing']"
642,ESPNBrasil,ESPN – Envie sua mensagem para participar das transmissões dos canais ESPN,Brasil,27,2187980,674091,1,"Por pouco o Pepe não abriu o placar para o Arsenal na Europa League ⚽

#EuropaLeagueNaESPN #ad @sportingbet_tv https://t.co/hFab8B0cGd","['EuropaLeagueNaESPN', 'ad']"
643,lerriefalling,Stan talent only. ela/she fan account,,738,240,21817,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
644,lorenmvr,Uma vida entre livros: Pierre Menard; Quincas Berros d'agua; Woland; Svlad Cjelli; De røde sko. Veia poética semelhante a um vogon,,525,252,2981,585,"[EXCLUSIVO] Confira em primeira mão as imagens do box ""O castelo animado""

Com lançamento previsto para maio, a coleção reúne o universo mágico de Diana Wynne Jones que inspirou a animação do Studio Ghibli. As artes são de @imzeferino. Reserve: https://t.co/JBVvQXegBz #publi https://t.co/XDcHlfpLMh",[]
645,Mglk1ng,"console player/ 1mgl
/
⁰⁰,⁰⁰$",,251,31,1374,2,ZONE 50 COM CHAT | NOVO TIME #GONEWAGE | USE CODE DADPLAYER #AD | RESGATE SUA SKIN VENDO A LIVE | !instagram !loja https://t.co/E42ZEyTisW,"['GONEWAGE', 'AD']"
646,BrazilSFE,"Brazil SFE®| We are passionate about improving our world with #Artificialintelligence, #Automation, #Analytics  #innovation #digital #ai #vr #ar #ml #rpa","São Paulo, Brasil",1286,98,53036,0,"https://t.co/AGRRrJs3nj 
▓▓▒▒▒░░ ↑↑ DÊ LIKE ↑↑ ░░▒▒▒▓▓
Representante Farmacêutico - Cuide da Linguagem - O que Falar ou Não Falar a um Médico
✔ Brazil SFE®

#Médico #Rep #Representante  #RepresentanteFarmacêutico #Propagandista #Marketing https://t.co/N8xdglG8vc","['Médico', 'Rep', 'Representante', 'RepresentanteFarmacêutico', 'Propagandista', 'Marketing']"
647,ZiporaBezz,O pensamento se soltou... pega!,,71,26,902,1,"Projota reagindo super de boas a tudo...que legal, ""odiei ele pos uns dias mas ja passou. Lumena tb de boaça com as brincadeiras. Gestao de crise bem administradas...E la vai mais um dia de vitoria para o #marketing hehehehe Salve familia https://t.co/qGeFy3Txx3",[]
648,aegiboo,player for @insonygirls⁣ - https://t.co/95zjEvIE6p,MAO,792,376,31989,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
649,VirtiOntop,comento em tudo e ajudo em nada,"Paris, Argentina",198,36,469,2,ZONE 50 COM CHAT | NOVO TIME #GONEWAGE | USE CODE DADPLAYER #AD | RESGATE SUA SKIN VENDO A LIVE | !instagram !loja https://t.co/E42ZEyTisW,"['GONEWAGE', 'AD']"
650,Kidplayer14,"Olá sou o Kid Player(Leandro), sou mini pro-player de fortnite ! | Perfil administrado pelos pais | Playing for @newage_e!
Patrocínio:@RazerBrazil @pichauinfo","Dois Córregos, Brasil",1154,32581,5084,2,ZONE 50 COM CHAT | NOVO TIME #GONEWAGE | USE CODE DADPLAYER #AD | RESGATE SUA SKIN VENDO A LIVE | !instagram !loja https://t.co/E42ZEyTisW,"['GONEWAGE', 'AD']"
651,edisonlsm,Faço apps na @StappStudio nas horas vagas e gambiarras em geral nas horas úteis. Ou vice-versa.,Curitiba,3141,1473,149996,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
652,Souza1Adriele,• Graduada em Administração 🎓,"Eldorado, SP",838,388,44508,25,"Hj até eu tô me preparando pra essa festa no #BBB, mas de casa, to fazendo aqui a barba com Gillete 😜 inclusive, sigam muito eles aqui no tt q tem sempre novidades @GilletteBR 🖤 #publi https://t.co/jiupJSjoy2",['BBB']
653,Hameruuuuu,"não li e aceitei os termos de uso 




T1, FNC, C9 e CNB




📚: 12",www.skoob.com.br/7044351,381,164,9285,585,"[EXCLUSIVO] Confira em primeira mão as imagens do box ""O castelo animado""

Com lançamento previsto para maio, a coleção reúne o universo mágico de Diana Wynne Jones que inspirou a animação do Studio Ghibli. As artes são de @imzeferino. Reserve: https://t.co/JBVvQXegBz #publi https://t.co/XDcHlfpLMh",[]
